SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed;int_category
"GVS-930-19mm-AB";"846639006989";"Kraus GVS-930-19mm-AB Oceania Square Clear Glass Vessel Sink with PU-MR Antique Brass";"<ul> 
<li>Fashionable bathroom sink is the perfect harmony of elegance and style</li>
<li>Eye-catching Kraus glass vessel sink will turn an ordinary bathroom into a lavish space</li> 
<li>Sink provides an easy home improvement project</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
</ul>";"185";"";"";"";"";"";"9999";"In Stock";"No";"gvs93019mmch-1.jpg";"23.0";"4";"GSSET"
"GVS-930-19mm-ORB";"846639006996";"Kraus GVS-930-19mm-ORB Oceania Square Clear Glass Vessel Sink with PU-MR Oil Rubbed Bronze";"<ul> 
<li>Fashionable bathroom sink is the perfect harmony of elegance and style</li>
<li>Eye-catching Kraus glass vessel sink will turn an ordinary bathroom into a lavish space</li> 
<li>Sink provides an easy home improvement project</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
</ul>";"185";"";"";"";"";"";"9999";"In Stock";"No";"gvs93019mmch-1.jpg";"23.0";"4";"GSSET"
"GVS-930-19mm-G";"846639007009";"Kraus GVS-930-19mm-G Oceania Square Clear Glass Vessel Sink with PU-MR Gold";"<ul> 
<li>Fashionable bathroom sink is the perfect harmony of elegance and style</li>
<li>Eye-catching Kraus glass vessel sink will turn an ordinary bathroom into a lavish space</li> 
<li>Sink provides an easy home improvement project</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
</ul>";"185";"";"";"";"";"";"9999";"In Stock";"No";"gvs93019mmch-1.jpg";"23.0";"4";"GSSET"
"GVS-930FR-19mm-CH";"812679016486";"Kraus GVS-930FR-19mm-CH Oceania Square Frosted Glass Vessel Sink with PU-MR Chrome";"<ul> 
<li>Fashionable bathroom sink is the perfect harmony of elegance and style</li>
<li>Eye-catching Kraus glass vessel sink will turn an ordinary bathroom into a lavish space</li> 
<li>Sink provides an easy home improvement project</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
</ul>";"185";"";"";"";"";"";"9999";"In Stock";"No";"gvs930fr19mmch-1.jpg";"23.0";"4";"GSSET"
"GVS-930FR-19mm-SN";"846639007016";"Kraus GVS-930FR-19mm-SN Oceania Square Frosted Glass Vessel Sink with PU-MR Satin Nickel";"<ul> 
<li>Fashionable bathroom sink is the perfect harmony of elegance and style</li>
<li>Eye-catching Kraus glass vessel sink will turn an ordinary bathroom into a lavish space</li> 
<li>Sink provides an easy home improvement project</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
</ul>";"185";"";"";"";"";"";"9999";"In Stock";"No";"gvs930fr19mmch-1.jpg";"23.0";"4";"GSSET"
"GVS-930FR-19mm-AB";"846639007023";"Kraus GVS-930FR-19mm-AB Oceania Square Frosted Glass Vessel Sink with PU-MR Antique Brass";"<ul> 
<li>Fashionable bathroom sink is the perfect harmony of elegance and style</li>
<li>Eye-catching Kraus glass vessel sink will turn an ordinary bathroom into a lavish space</li> 
<li>Sink provides an easy home improvement project</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
</ul>";"185";"";"";"";"";"";"9999";"In Stock";"No";"gvs930fr19mmch-1.jpg";"23.0";"4";"GSSET"
"GVS-930FR-19mm-ORB";"846639007030";"Kraus GVS-930FR-19mm-ORB Oceania Square Frosted Glass Vessel Sink with PU-MR Oil Rubbed Bronze";"<ul> 
<li>Fashionable bathroom sink is the perfect harmony of elegance and style</li>
<li>Eye-catching Kraus glass vessel sink will turn an ordinary bathroom into a lavish space</li> 
<li>Sink provides an easy home improvement project</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
</ul>";"185";"";"";"";"";"";"9999";"In Stock";"No";"gvs930fr19mmch-1.jpg";"23.0";"4";"GSSET"
"GVS-930FR-19mm-G";"846639007047";"Kraus GVS-930FR-19mm-G Oceania Square Frosted Glass Vessel Sink with PU-MR Gold";"<ul> 
<li>Fashionable bathroom sink is the perfect harmony of elegance and style</li>
<li>Eye-catching Kraus glass vessel sink will turn an ordinary bathroom into a lavish space</li> 
<li>Sink provides an easy home improvement project</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
</ul>";"185";"";"";"";"";"";"9999";"In Stock";"No";"gvs930fr19mmch-1.jpg";"23.0";"4";"GSSET"
"GV-200-19mm-CH";"812679016509";"Kraus GV-200-19mm-CH Galaxy Red 19mm Glass Vessel Sink with PU-MR Chrome";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"165";"";"";"";"";"";"9999";"In Stock";"No";"gv20019mmch-1.jpg";"23.0";"4";"GSSET"
"GV-200-19mm-SN";"846639007092";"Kraus GV-200-19mm-SN Galaxy Red 19mm Glass Vessel Sink with PU-MR Satin Nickel";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"165";"";"";"";"";"";"9999";"In Stock";"No";"gv20019mmch-1.jpg";"23.0";"4";"GSSET"
"GV-200-19mm-AB";"846639007108";"Kraus GV-200-19mm-AB Galaxy Red 19mm Glass Vessel Sink with PU-MR Antique Brass";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"165";"";"";"";"";"";"9999";"In Stock";"No";"gv20019mmch-1.jpg";"23.0";"4";"GSSET"
"GV-200-19mm-ORB";"846639007115";"Kraus GV-200-19mm-ORB Galaxy Red 19mm Glass Vessel Sink with PU-MR Oil Rubbed Bronze";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"165";"";"";"";"";"";"9999";"In Stock";"No";"gv20019mmch-1.jpg";"23.0";"4";"GSSET"
"GV-200-19mm-G";"846639007122";"Kraus GV-200-19mm-G Galaxy Red 19mm Glass Vessel Sink with PU-MR Gold";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"165";"";"";"";"";"";"9999";"In Stock";"No";"gv20019mmch-1.jpg";"23.0";"4";"GSSET"
"GV-200-CH";"812679016516";"Kraus GV-200-CH Irruption Red Glass Vessel Sink with PU-MR Chrome";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"135";"";"";"";"";"";"9999";"In Stock";"No";"gv200ch-1.jpg";"18.0";"4";"GSSET"
"GV-200-SN";"846639007139";"Kraus GV-200-SN Irruption Red Glass Vessel Sink with PU-MR Satin Nickel";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"135";"";"";"";"";"";"9999";"In Stock";"No";"gv200ch-1.jpg";"18.0";"4";"GSSET"
"GV-200-AB";"846639007146";"Kraus GV-200-AB Irruption Red Glass Vessel Sink with PU-MR Antique Brass";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"135";"";"";"";"";"";"9999";"In Stock";"No";"gv200ch-1.jpg";"18.0";"4";"GSSET"
"GV-200-ORB";"846639007153";"Kraus GV-200-ORB Irruption Red Glass Vessel Sink with PU-MR Oil Rubbed Bronze";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"135";"";"";"";"";"";"9999";"In Stock";"No";"gv200ch-1.jpg";"18.0";"4";"GSSET"
"GV-200-G";"846639007160";"Kraus GV-200-G Irruption Red Glass Vessel Sink with PU-MR Gold";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"135";"";"";"";"";"";"9999";"In Stock";"No";"gv200ch-1.jpg";"18.0";"4";"GSSET"
"GV-200-14-CH";"812679016523";"Kraus GV-200-14-CH Irruption Red 14 inch Glass Vessel Sink with PU-MR Chrome";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 14 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"135";"";"";"";"";"";"9999";"In Stock";"No";"gv20014ch-1.jpg";"14.0";"4";"GSSET"
"GV-200-14-SN";"846639007177";"Kraus GV-200-14-SN Irruption Red 14 inch Glass Vessel Sink with PU-MR Satin Nickel";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 14 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"135";"";"";"";"";"";"9999";"In Stock";"No";"gv20014ch-1.jpg";"15.0";"4";"GSSET"
"GV-200-14-AB";"846639007184";"Kraus GV-200-14-AB Irruption Red 14 inch Glass Vessel Sink with PU-MR Antique Brass";"<ul> 
<li>This round glass vessel sink is a fusion of elegance and modern</li>
<li>Stylish sink features a unique handcrafted design</li> 
<li>Elegant and exquisite sink will turn any bathroom into a stylish masterpiece</li>
<li>Glass sink is constructed from solid tempered glass</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black.</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included</li>
<li>Installation parts are available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>Diameter: 14 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
</ul>
";"135";"";"";"";"";"";"9999";"In Stock";"No";"gv20014ch-1.jpg";"15.0";"4";"GSSET"
